comparator_isoform_id	gene_id	reference_isoform_id	comparison	distance	category	last_ejc_tx_pos	own_stop_tx_pos
ENST00000856636.1	ENSG00000183576.14	ENST00000331768.10	Control	-445	truncated_no_ejc	1366	1811
ENST00000857760.1	ENSG00000158106.16	ENST00000289013.11	Control	-214	truncated_no_ejc	1970	2184
ENST00000858136.1	ENSG00000173156.8	ENST00000308831.7	Control	-166	truncated_no_ejc	386	552
ENST00000858301.1	ENSG00000099282.11	ENST00000373290.7	Control	-148	truncated_no_ejc	682	830
ENST00000858490.1	ENSG00000137275.17	ENST00000259808.9	Control	-285	no_downstream_ejc	2025	2310
ENST00000858717.1	ENSG00000162236.14	ENST00000294179.8	Control	-158	no_downstream_ejc	1705	1863
ENST00000859006.1	ENSG00000112511.19	ENST00000374516.8	Control	-287	truncated_no_ejc	1746	2033
ENST00000860234.1	ENSG00000166123.15	ENST00000340124.9	Control	-89	no_downstream_ejc	1832	1921
ENST00000860383.1	ENSG00000163870.17	ENST00000355552.8	Control	-266	no_downstream_ejc	1113	1379
ENST00000860932.1	ENSG00000136144.13	ENST00000378302.7	Control	-139	no_downstream_ejc	1655	1794
ENST00000860937.1	ENSG00000026652.16	ENST00000320285.9	Control	-93	truncated_no_ejc	1093	1186
ENST00000862173.1	ENSG00000157693.16	ENST00000288502.9	Control	-178	no_downstream_ejc	1021	1199
ENST00000862370.1	ENSG00000137073.25	ENST00000379238.7	Control	-94	truncated_no_ejc	3251	3345
ENST00000862677.1	ENSG00000198026.9	ENST00000322927.3	NMD	-126	no_downstream_ejc	4390	4516
ENST00000863349.1	ENSG00000156671.16	ENST00000542569.6	Control	-303	no_downstream_ejc	1276	1579
ENST00000863473.1	ENSG00000101928.14	ENST00000370783.8	NMD	-30	truncated_no_ejc	771	801
ENST00000863494.1	ENSG00000107164.18	ENST00000319725.10	Control	-7	truncated_no_ejc	1759	1766
ENST00000863519.1	ENSG00000109534.18	ENST00000226796.7	NMD	-12	no_downstream_ejc	872	884
ENST00000863601.1	ENSG00000133961.23	ENST00000554546.5	NMD	-714	no_downstream_ejc	1454	2168
ENST00000863916.1	ENSG00000117595.14	ENST00000367021.8	Control	-223	no_downstream_ejc	1363	1586
ENST00000864159.1	ENSG00000164077.16	ENST00000296473.8	Control	-139	no_downstream_ejc	1861	2000
ENST00000869409.1	ENSG00000155666.13	ENST00000286096.9	Control	-163	truncated_no_ejc	1175	1338
ENST00000870257.1	ENSG00000175137.12	ENST00000366472.6	Control	-469	no_downstream_ejc	2298	2767
ENST00000870301.1	ENSG00000205084.13	ENST00000258173.11	Control	-188	no_downstream_ejc	845	1033
ENST00000870587.1	ENSG00000156345.19	ENST00000325303.9	Control	-196	no_downstream_ejc	914	1110
ENST00000871058.1	ENSG00000153574.10	ENST00000283646.5	Control	-96	truncated_no_ejc	835	931
ENST00000871551.1	ENSG00000197872.12	ENST00000381323.7	Control	-62	no_downstream_ejc	1195	1257
ENST00000872726.1	ENSG00000068971.15	ENST00000164133.7	Control	-146	no_downstream_ejc	2795	2941
ENST00000872813.1	ENSG00000149257.17	ENST00000358171.8	Control	-301	no_downstream_ejc	4031	4332
ENST00000873753.1	ENSG00000162069.17	ENST00000572449.6	Control	-166	no_downstream_ejc	1473	1639
ENST00000873777.1	ENSG00000127586.18	ENST00000262315.14	Control	-135	truncated_no_ejc	2599	2734
ENST00000874411.1	ENSG00000140854.14	ENST00000379661.8	Control	-131	no_downstream_ejc	2378	2509
ENST00000874492.1	ENSG00000129451.13	ENST00000358789.8	Control	-151	no_downstream_ejc	881	1032
ENST00000875146.1	ENSG00000129657.17	ENST00000436233.9	Control	-104	no_downstream_ejc	2425	2529
ENST00000875201.1	ENSG00000158402.22	ENST00000323760.11	Control	-148	truncated_no_ejc	1276	1424
ENST00000875763.1	ENSG00000117411.19	ENST00000372324.6	Control	-149	no_downstream_ejc	1649	1798
ENST00000876528.1	ENSG00000121957.16	ENST00000264126.9	Control	-238	no_downstream_ejc	2364	2602
ENST00000877141.1	ENSG00000117480.17	ENST00000243167.9	Control	-127	truncated_no_ejc	1647	1774
ENST00000877223.1	ENSG00000170537.14	ENST00000304381.10	Control	-64	truncated_no_ejc	2020	2084
ENST00000877279.1	ENSG00000170412.19	ENST00000392627.7	NMD	-178	no_downstream_ejc	2158	2336
ENST00000877423.1	ENSG00000165733.9	ENST00000374518.6	Control	-229	no_downstream_ejc	3858	4087
ENST00000879799.1	ENSG00000081320.13	ENST00000263955.9	Control	-281	no_downstream_ejc	1395	1676
ENST00000881501.1	ENSG00000064225.14	ENST00000265261.11	Control	-85	no_downstream_ejc	1450	1535
ENST00000882504.1	ENSG00000117748.11	ENST00000373912.8	Control	-83	truncated_no_ejc	953	1036
ENST00000883817.1	ENSG00000178177.18	ENST00000326877.8	Control	-12	truncated_no_ejc	924	936
ENST00000884253.1	ENSG00000078747.18	ENST00000374864.10	Control	-98	no_downstream_ejc	2707	2805
ENST00000884598.1	ENSG00000018699.14	ENST00000317907.9	Control	-121	truncated_no_ejc	2529	2650
ENST00000886035.1	ENSG00000165591.8	ENST00000374900.5	Control	-174	truncated_no_ejc	1360	1534
ENST00000886266.1	ENSG00000099849.16	ENST00000397582.7	Control	-86	no_downstream_ejc	1153	1239
ENST00000887359.1	ENSG00000151715.9	ENST00000281441.8	Control	-110	no_downstream_ejc	918	1028
ENST00000889578.1	ENSG00000072849.12	ENST00000158771.9	Control	-104	truncated_no_ejc	658	762
ENST00000889735.1	ENSG00000100726.16	ENST00000262319.11	Control	-105	no_downstream_ejc	2663	2768
ENST00000890095.1	ENSG00000111671.11	ENST00000524270.6	NMD	-126	no_downstream_ejc	1765	1891
ENST00000890428.1	ENSG00000104412.9	ENST00000220853.8	Control	-85	truncated_no_ejc	736	821
ENST00000890971.1	ENSG00000065600.14	ENST00000261455.9	Control	-160	truncated_no_ejc	927	1087
ENST00000891019.1	ENSG00000134602.17	ENST00000394334.7	Control	-23	no_downstream_ejc	1618	1641
ENST00000893236.1	ENSG00000133059.19	ENST00000367162.8	Control	-186	truncated_no_ejc	2749	2935
ENST00000893628.1	ENSG00000103066.14	ENST00000219345.10	Control	-510	no_downstream_ejc	946	1456
ENST00000893672.1	ENSG00000172889.17	ENST00000371698.3	Control	-21	no_downstream_ejc	1928	1949
ENST00000894211.1	ENSG00000106771.14	ENST00000413712.7	Control	-44	truncated_no_ejc	2628	2672
ENST00000894507.1	ENSG00000267796.9	ENST00000301159.14	Control	-80	truncated_no_ejc	782	862
ENST00000896293.1	ENSG00000171097.15	ENST00000302586.8	Control	-58	no_downstream_ejc	1421	1479
ENST00000896310.1	ENSG00000171097.15	ENST00000302586.8	NMD	-58	no_downstream_ejc	2366	2424
ENST00000897030.1	ENSG00000185753.14	ENST00000327877.10	Control	3	no_downstream_ejc	1002	999
ENST00000897045.1	ENSG00000151651.17	ENST00000445355.8	Control	-76	truncated_no_ejc	2370	2446
ENST00000897103.1	ENSG00000183963.20	ENST00000333137.12	Control	22	truncated_no_ejc	2759	2737
ENST00000897241.1	ENSG00000162341.19	ENST00000294309.8	Control	-77	truncated_no_ejc	2073	2150
ENST00000897431.1	ENSG00000130479.12	ENST00000324096.9	Control	-154	no_downstream_ejc	3081	3235
ENST00000897668.1	ENSG00000171109.20	ENST00000471841.6	Control	-77	no_downstream_ejc	2273	2350
ENST00000898373.1	ENSG00000132406.13	ENST00000382753.5	Control	11	no_downstream_ejc	543	532
ENST00000899879.1	ENSG00000240344.11	ENST00000392283.9	Control	-125	no_downstream_ejc	519	644
ENST00000900699.1	ENSG00000108771.14	ENST00000251642.8	Control	-184	no_downstream_ejc	2673	2857
ENST00000900880.1	ENSG00000187097.14	ENST00000334696.11	Control	-85	truncated_no_ejc	1395	1480
ENST00000902749.1	ENSG00000105852.12	ENST00000265627.10	Control	-157	no_downstream_ejc	1178	1335
ENST00000904227.1	ENSG00000133114.19	ENST00000379151.9	Control	2	no_downstream_ejc	1142	1140
ENST00000904759.1	ENSG00000042980.15	ENST00000265769.9	Control	-19	truncated_no_ejc	2417	2436
ENST00000904925.1	ENSG00000163558.14	ENST00000295797.5	Control	-86	no_downstream_ejc	2100	2186
ENST00000905240.1	ENSG00000273559.6	ENST00000614790.5	Control	-113	truncated_no_ejc	1527	1640
ENST00000905808.1	ENSG00000087884.17	ENST00000526415.5	NMD	-139	no_downstream_ejc	511	650
ENST00000905838.1	ENSG00000176531.13	ENST00000934851.1	Control	-133	no_downstream_ejc	2500	2633
ENST00000905878.1	ENSG00000138131.5	ENST00000260702.4	Control	-69	no_downstream_ejc	2581	2650
ENST00000906746.1	ENSG00000127527.16	ENST00000597937.5	Control	-145	no_downstream_ejc	2311	2456
ENST00000907057.1	ENSG00000158301.21	ENST00000907060.1	NMD	-2848	no_downstream_ejc	1308	4156
ENST00000907061.1	ENSG00000158301.21	ENST00000907060.1	Control	-2848	no_downstream_ejc	401	3249
ENST00000907534.1	ENSG00000070413.22	ENST00000263196.12	Control	-255	truncated_no_ejc	1642	1897
ENST00000908300.1	ENSG00000117650.14	ENST00000366999.9	Control	-201	truncated_no_ejc	1295	1496
ENST00000908398.1	ENSG00000131037.16	ENST00000201647.11	Control	-85	no_downstream_ejc	2284	2369
ENST00000908484.1	ENSG00000111581.11	ENST00000229179.9	Control	-106	truncated_no_ejc	2736	2842
ENST00000908678.1	ENSG00000123395.16	ENST00000336854.9	NMD	-403	no_downstream_ejc	677	1080
ENST00000908862.1	ENSG00000102312.25	ENST00000361988.7	Control	-100	no_downstream_ejc	1798	1898
ENST00000909442.1	ENSG00000134897.15	ENST00000257336.6	Control	-292	no_downstream_ejc	1752	2044
ENST00000910062.1	ENSG00000135040.17	ENST00000361671.10	Control	-58	no_downstream_ejc	2968	3026
ENST00000910594.1	ENSG00000166532.17	ENST00000535829.6	Control	-462	no_downstream_ejc	1089	1551
ENST00000912143.1	ENSG00000197976.13	ENST00000313871.9	Control	-934	no_downstream_ejc	1205	2139
ENST00000912274.1	ENSG00000163141.21	ENST00000368931.8	Control	-35	truncated_no_ejc	1156	1191
ENST00000919128.1	ENSG00000159348.14	ENST00000367249.9	Control	-171	truncated_no_ejc	711	882
ENST00000923335.1	ENSG00000124508.18	ENST00000356709.9	Control	-591	no_downstream_ejc	1201	1792
ENST00000933698.1	ENSG00000142552.9	ENST00000270645.8	Control	-106	no_downstream_ejc	2116	2222
ENST00000938053.1	ENSG00000123395.16	ENST00000336854.9	Control	-403	no_downstream_ejc	898	1301
ENST00000940753.1	ENSG00000140519.15	ENST00000268122.9	Control	15	no_downstream_ejc	1523	1508
ENST00000942048.1	ENSG00000197860.11	ENST00000381007.9	Control	-110	truncated_no_ejc	933	1043
ENST00000942605.1	ENSG00000149564.13	ENST00000278927.10	Control	-314	truncated_no_ejc	481	795
ENST00000963199.1	ENSG00000038210.15	ENST00000264864.8	Control	-172	truncated_no_ejc	1453	1625
ENST00000969433.1	ENSG00000198276.17	ENST00000354216.11	Control	-78	truncated_no_ejc	1672	1750
ENST00000972675.1	ENSG00000292366.2	ENST00000711265.2	Control	-255	no_downstream_ejc	609	864
ENST00000972741.1	ENSG00000292343.2	ENST00000711185.2	NMD	66	effectively_ptc	1388	1322
ENST00000972767.1	ENSG00000292366.2	ENST00000711265.2	NMD	358	effectively_ptc	634	276
ENST00000972982.1	ENSG00000292343.2	ENST00000711185.2	Control	-934	no_downstream_ejc	1205	2139
